cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,neighbortype,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
82214,Thallium fluoride (TlF3),Thallium fluoride (TlF3)|Thallium(III) fluoride|trifluorothallane|7783-57-5|TlF3|Thallium(III)-fluorid|UNII-ZJ85SF5XFJ|DTXSID6064828|EINECS 232-010-8|Q4493237,261.379,F3Tl,0.000,8.000,NULL,4,0,3,0,InChI=1S/3FH.Tl/h3*1H;/q;;;+3/p-3,F[Tl](F)F,F[Tl](F)F,BOUDEKXATYHWHY-UHFFFAOYSA-K,trifluorothallane,261.97,261.97,0,1,0,0,0,0,0,0,0,2,129,58,2D,NULL,Classification|Literature|Patents|Safety and Hazards|Use and Manufacturing,5,NULL,20050327,"3B Scientific (Wuhan) Corp|A2B Chem|AA BLOCKS|AAA Chemistry|ABI Chem|Alfa Chemistry|Ambinter|BenchChem|BOC Sciences|ChemDB|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemMol|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|EPA Substance Registry Services|Google Patents|J&H Chemical Co.,ltd|NextBio|NIST Chemistry WebBook|PATENTSCOPE (WIPO)|Smolecule|Springer Nature|SureChEMBL|THE BioTek|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
129696810,Thallium telluride (TlTe),thallium-telluride|Thallium telluride (TlTe)|DTXSID301312724|12040-12-9,332.000,TeTl,0.000,2.000,NULL,2,0,0,0,InChI=1S/Te.Tl,[Te]=[Tl],[Te]=[Tl],HDCLXODWDQJUOB-UHFFFAOYSA-N,tellanylidenethallium,334.881,334.881,0,1,0,0,0,0,0,0,0,5,0,0,2D,NULL,Classification|Literature|Patents|Use and Manufacturing,4,NULL,20170913,EPA DSSTox|PATENTSCOPE (WIPO)|Springer Nature,Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development,NULL
24190663,Thallium malonate,"Thallium malonate|Thallium(I) malonate|Thallium malonate, Tl2(O4C3H2)|NSC-112250|SCHEMBL1925807|NSC112250",308.440,C3H4O4Tl,74.600,83.100,NULL,8,2,4,2,"InChI=1S/C3H4O4.Tl/c4-2(5)1-3(6)7;/h1H2,(H,4,5)(H,6,7);",C(C(=O)O)C(=O)O.[Tl],C(C(=O)O)C(=O)O.[Tl],ZBAQJJVJVLECPD-UHFFFAOYSA-N,NULL,308.985,308.985,0,2,0,0,0,0,0,0,0,900,0,0,2D,NULL,Biological Test Results|Classification|Literature|Safety and Hazards,4,248|256,20080229,DTP/NCI|NovoSeek|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
16688118,Trifluoroacetic acid thallium(iii)salt,"bis[(2,2,2-trifluoroacetyl)oxy]thallanyl 2,2,2-trifluoroacetate|Trifluoroacetic acid thallium(iii)salt|SCHEMBL336711|MFCD00000414|thallium(III) 2,2,2-trifluoroacetate|Thallium(III) trifluoroacetate, technical grade",543.430,C6F9O6Tl,78.900,384.000,NULL,22,0,15,6,"InChI=1S/3C2HF3O2.Tl/c3*3-2(4,5)1(6)7;/h3*(H,6,7);/q;;;+3/p-3",C(=O)(C(F)(F)F)O[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,C(=O)(C(F)(F)F)O[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,PSHNNUKOUQCMSG-UHFFFAOYSA-K,"bis[(2,2,2-trifluoroacetyl)oxy]thallanyl 2,2,2-trifluoroacetate",543.93,543.93,0,1,0,0,0,0,0,0,0,118,1,1,2D,NULL,Classification|Literature|Patents,4,NULL,20070823,"3B Scientific (Wuhan) Corp|abcr GmbH|AK Scientific, Inc. (AKSCI)|Alfa Chemistry|Ambinter|Aurora Fine Chemicals LLC|BenchChem|Chembase.cn|ChemMol|DiscoveryGate|EPA Substance Registry Services|Google Patents|MolPort|PATENTSCOPE (WIPO)|SCRIPDB|Sigma-Aldrich|Springer Nature|SureChEMBL|THE BioTek|Thieme Chemistry|Thomson Pharma|Wiley",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
16685697,Phenylthallium bis(trifluoroacetate),"phenylthallium bis( trifluoroacetate)|InChI=1/C6H5.2C2HF3O2.Tl/c1-2-4-6-5-3-1;2*3-2(4,5)1(6)7;/h1-5H;2*(H,6,7);/q;;;+2/p-",507.520,C10H5F6O4Tl,52.600,360.000,NULL,21,0,10,5,"InChI=1S/C6H5.2C2HF3O2.Tl/c1-2-4-6-5-3-1;2*3-2(4,5)1(6)7;/h1-5H;2*(H,6,7);/q;;;+2/p-2",C1=CC=C(C=C1)[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,C1=CC=C(C=C1)[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,BHNSTHDCODXOQD-UHFFFAOYSA-L,"[phenyl-(2,2,2-trifluoroacetyl)oxythallanyl] 2,2,2-trifluoroacetate",507.984,507.984,0,1,0,0,0,0,0,0,0,2,0,0,2D,NULL,Classification|Literature|Patents,4,NULL,20070823,ChemSpider|DiscoveryGate|NMRShiftDB|PATENTSCOPE (WIPO)|Springer Nature|Thieme Chemistry|Thomson Pharma,Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
11270721,Thallium(III) nitrate trihydrate,"13453-38-8|Thallium(III) nitrate trihydrate|Nitric acid,thallium(3+) salt, trihydrate (9CI)|thallium trinitrate trihydrate|thallium(3+);trinitrate;trihydrate|thallium(III)nitrate trihydrate|ZCPIKMRXMBJLCP-UHFFFAOYSA-N|Thallium (III) nitrate trihydrate|MFCD00149874|AKOS030241437",444.440,H6N3O12Tl,192.000,18.800,NULL,16,3,12,0,InChI=1S/3NO3.3H2O.Tl/c3*2-1(3)4;;;;/h;;;3*1H2;/q3*-1;;;;+3,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.[Tl+3],[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.[Tl+3],ZCPIKMRXMBJLCP-UHFFFAOYSA-N,thallium(3+);trinitrate;trihydrate,444.97,444.97,0,7,0,0,0,0,0,0,0,0,25,12,2D,NULL,Classification|Literature|Patents,4,NULL,20061026,"3WAY PHARM INC|A2B Chem|AA BLOCKS|Aaron Chemicals LLC|abcr GmbH|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Angene Chemical|Aurora Fine Chemicals LLC|BenchChem|BOC Sciences|Chembase.cn|ChemSpider|ChemTik|Clearsynth|Cooke Chemical Co., Ltd|CymitQuimica|DiscoveryGate|iChemical Technology USA Inc|ISpharm|J&H Chemical Co.,ltd|King Scientific|LabNetwork, a WuXi AppTec Company|MolPort|MuseChem|NextBio|NextMove Software|RR Scientific|Thomson Pharma|VladaChem|VWR, Part of Avantor",Chemical Vendors|Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
10904204,Thallium hexafluorophosphate,THALLIUM HEXAFLUOROPHOSPHATE|60969-19-9|Thallium(I) hexafluorophosphate|thallium(1+);hexafluorophosphate|MFCD00049807|TlPF6|Tl P F6|thallium(1+) hexafluorophosphate|DTXSID20447852|AKOS015833787|FT-0676915|A832980,349.348,F6PTl,0.000,62.700,NULL,8,0,7,0,"InChI=1S/F6P.Tl/c1-7(2,3,4,5)6;/q-1;+1",F[P-](F)(F)(F)(F)F.[Tl+],F[P-](F)(F)(F)(F)F.[Tl+],FRZBCOUMLHRKRT-UHFFFAOYSA-N,thallium(1+);hexafluorophosphate,349.939,349.939,0,2,0,0,0,0,0,0,0,29,10,4,NULL,NULL,Classification|Literature|Patents|Safety and Hazards,4,NULL,20061026,"A2B Chem|AA BLOCKS|abcr GmbH|Acadechem|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Amadis Chemical|Ambinter|Angene Chemical|BenchChem|BOC Sciences|Chembase.cn|Chemenu Inc.|ChemTik|Crystallography Open Database (COD)|CymitQuimica|DiscoveryGate|EPA DSSTox|Finetech Industry Limited|Google Patents|ISpharm|J&H Chemical Co.,ltd|Matrix Scientific|MP Biomedicals|NextBio|PATENTSCOPE (WIPO)|RR Scientific|Santa Cruz Biotechnology, Inc.|Smolecule|Springer Nature|Starshine Chemical|Strem Chemicals, Inc.|THE BioTek|Thermo Fisher Scientific|Thomson Pharma|ToxPlanet|Tractus|VWR, Part of Avantor|Wubei-Biochem",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
3579754,Thallium(III) oxide,"Thallium(III) oxide|1314-32-5|oxo(oxothallanyloxy)thallane|MFCD00011276|Tl2O3|Thallium(III) oxide, 96%|Thallium(III) oxide, 99%|DTXSID1024330|Q419381|Thallium(III) oxide, 99.99% trace metals basis",456.770,O3Tl2,43.400,34.200,NULL,5,0,3,0,InChI=1S/3O.2Tl,O=[Tl]O[Tl]=O,O=[Tl]O[Tl]=O,QTQRFJQXXUPYDI-UHFFFAOYSA-N,oxo(oxothallanyloxy)thallane,457.934,457.934,0,1,0,0,0,0,0,0,0,256,0,0,2D,NULL,Classification|Literature|Patents|Safety and Hazards,4,NULL,20050909,"3B Scientific (Wuhan) Corp|A2B Chem|AA BLOCKS|abcr GmbH|ABI Chem|Ambinter|Aurora Fine Chemicals LLC|BenchChem|Chembase.cn|ChemDB|ChemSpider|CymitQuimica|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|EPA Substance Registry Services|MP Biomedicals|MuseChem|NextBio|NORMAN Suspect List Exchange|NovoSeek|PATENTSCOPE (WIPO)|RR Scientific|Santa Cruz Biotechnology, Inc.|Sigma-Aldrich|Smolecule|Springer Nature|THE BioTek|Thermo Fisher Scientific|Thieme Chemistry|Thomson Pharma|ToxPlanet|VWR, Part of Avantor|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
3084239,Thallium(3+) perchlorate,Thallium(3+) perchlorate|15596-83-5|EINECS 239-677-4|thallium(3+);triperchlorate;hexahydrate|DTXSID70166001|FT-0697754,610.800,Cl3H12O18Tl,229.000,95.800,NULL,22,6,18,0,"InChI=1S/3ClHO4.6H2O.Tl/c3*2-1(3,4)5;;;;;;;/h3*(H,2,3,4,5);6*1H2;/q;;;;;;;;;+3/p-3",O.O.O.O.O.O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Tl+3],O.O.O.O.O.O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Tl+3],OSXCISGVIPGBLK-UHFFFAOYSA-K,thallium(3+);triperchlorate;hexahydrate,609.883,609.883,0,10,0,0,0,0,0,0,0,0,0,0,NULL,NULL,Chemical and Physical Properties|Classification|Safety and Hazards|Toxicity,4,NULL,20050809,"ABI Chem|BenchChem|BOC Sciences|Chembase.cn|ChemIDplus|ChemSpider|ChemTik|DiscoveryGate|EPA DSSTox|Finetech Industry Limited|J&H Chemical Co.,ltd|MP Biomedicals|MuseChem|NextBio|Smolecule|Starshine Chemical|THE BioTek|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
120130,Thallium antimonide,"29095-38-3|Thallium antimonide|DTXSID9067437|EINECS 249-428-1|Antimony, compound with thallium (1:1)",326.140,SbTl,0.000,10.000,NULL,2,0,0,0,InChI=1S/Sb.Tl,[Sb]#[Tl],[Sb]#[Tl],YJLNSAVOCPBJTN-UHFFFAOYSA-N,thallanylidynestibane,325.878,325.878,0,1,0,0,0,0,0,0,0,0,125,42,2D,NULL,Classification|Literature|Patents|Use and Manufacturing,4,NULL,20050808,AAA Chemistry|ABI Chem|ChemIDplus|ChemSpider|EPA DSSTox|EPA Substance Registry Services|Google Patents|NextBio|NovoSeek|RR Scientific,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
82785,Thallium arsenide,Thallium arsenide (TlAs)|EINECS 234-481-5|DTXSID701313229,279.305,AsTl,0.000,10.000,NULL,2,0,0,0,InChI=1S/As.Tl,[As]#[Tl],[As]#[Tl],YIAVADUIRPWBCA-UHFFFAOYSA-N,thallanylidynearsane,279.896,279.896,0,1,0,0,0,0,0,0,0,4,134,52,2D,NULL,Classification|Literature|Patents|Use and Manufacturing,4,NULL,20050808,"AAA Chemistry|ABI Chem|Angene Chemical|Aurora Fine Chemicals LLC|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|EPA DSSTox|EPA Substance Registry Services|Google Patents|King Scientific|MuseChem|NextBio|PATENTSCOPE (WIPO)|Springer Nature|ToxPlanet|Tractus",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
61610,Thallium chlorate,"Thallium chlorate|thallium(1+);chlorate|13453-30-0|Chloric acid, thallium(1+) salt|thallium(1+) chlorate|UN2573|thallium(I) chlorate|DTXSID40928658|Thallium chlorate [UN2573]  [Oxidizer]|Q1398857",287.830,ClO3Tl,57.200,36.500,NULL,5,0,3,0,"InChI=1S/ClHO3.Tl/c2-1(3)4;/h(H,2,3,4);/q;+1/p-1",[O-]Cl(=O)=O.[Tl+],[O-]Cl(=O)=O.[Tl+],AQRGFODVOAQQPI-UHFFFAOYSA-M,thallium(1+);chlorate,287.928,287.928,0,2,0,0,0,0,0,0,0,0,18,10,2D,NULL,Chemical and Physical Properties|Classification|Patents|Safety and Hazards,4,NULL,20050808,"ABI Chem|BenchChem|ChemIDplus|ChemSpider|ChemTik|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|EPA Substance Registry Services|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|LeadScope|MuseChem|NextBio|RR Scientific|Smolecule|THE BioTek|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
71310203,Thallium(I) trifluoroacetylacetonate,"Thallium(I) trifluoroacetylacetonate|54412-40-7|[(E)-5,5,5-trifluoro-4-oxopent-2-en-2-yl]oxythallium|DTXSID10746109|OIDHRVWTLISQKC-SQQVDAMQSA-M|Thallium(i)trifluoroacetylacetonate|thallium(I) (E)-5,5,5-trifluoro-4-oxopent-2-en-2-olate|Thallium(1+) (2E)-5,5,5-trifluoro-4-oxopent-2-en-2-olate",357.460,C5H4F3O2Tl,26.300,185.000,NULL,11,0,5,1,"InChI=1S/C5H5F3O2.Tl/c1-3(9)2-4(10)5(6,7)8;/h2,9H,1H3;/q;+1/p-1/b3-2+;",C/C(=C\C(=O)C(F)(F)F)/O[Tl],CC(=CC(=O)C(F)(F)F)O[Tl],OIDHRVWTLISQKC-SQQVDAMQSA-M,"[(E)-5,5,5-trifluoro-4-oxopent-2-en-2-yl]oxythallium",357.991,357.991,0,1,0,0,0,0,1,1,0,0,10,5,2D,NULL,Classification|Patents|Safety and Hazards,3,NULL,20130517,"3B Scientific (Wuhan) Corp|Alfa Chemistry|Aurora Fine Chemicals LLC|BenchChem|Chembase.cn|CymitQuimica|ECI Group, LCSB, University of Luxembourg|EPA DSSTox|Google Patents|J&H Chemical Co.,ltd|RR Scientific|Smolecule|THE BioTek",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
56927686,Dithallium,"dithallium|76939-73-6|dithallene|thallium dimer|Thallium, mol. (Tl2)|CHEBI:37118|DTXSID201315325|Q27117042",408.770,Tl2,0.000,8.000,NULL,2,0,0,0,InChI=1S/2Tl,[Tl]#[Tl],[Tl]#[Tl],AVFCREGJOCVASG-UHFFFAOYSA-N,thallanylidynethallane,409.949,409.949,0,1,0,0,0,0,0,0,0,1,51,39,2D,NULL,Classification|Literature|Patents,3,NULL,20120402,"ChEBI|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|Google Patents|Springer Nature|Wikidata",Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development,NULL
25147463,Thallium telluride,THALLIUM TELLURIDE|12040-13-0|Thallium telluride (Tl2Te)|tellurium;thallium|DTXSID301311776,536.400,TeTl2,0.000,2.800,NULL,3,0,0,0,InChI=1S/Te.2Tl,[Te].[Tl].[Tl],[Te].[Tl].[Tl],HWLBIGWNGQFXNG-UHFFFAOYSA-N,NULL,539.855,539.855,0,3,0,0,0,0,0,0,0,0,0,0,2D,NULL,Chemical and Physical Properties|Classification|Literature,3,NULL,20090210,"3B Scientific (Wuhan) Corp|Alfa Chemistry|BenchChem|BOC Sciences|Chembase.cn|Chemieliva Pharmaceutical Co., Ltd|EPA DSSTox|J&H Chemical Co.,ltd|MP Biomedicals|MuseChem|RR Scientific|Smolecule|THE BioTek|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
25087151,Thallium-207,Thallium-207|14133-67-6,206.977,Tl,0.000,0.000,NULL,1,0,0,0,InChI=1S/Tl/i1+3,[207Tl],[Tl],BKVIYDNLLOSFOA-AKLPVKDBSA-N,thallium-207,206.977,206.977,0,1,1,0,0,0,0,0,0,0,5,1,2D,NULL,Classification|Literature|Patents,3,NULL,20081210,EPA Substance Registry Services|Google Patents|ToxPlanet,Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
24191762,Thallium(1+) thiocyanate,"Thallium thiocyanate|Thallium(1+) thiocyanate|SCHEMBL10622502|Thiocyanic acid, thallium(1+) salt|NSC127176|NSC-127176",263.480,CHNSTl,24.800,31.300,NULL,4,1,2,0,InChI=1S/CHNS.Tl/c2-1-3;/h3H;,C(#N)S.[Tl],C(#N)S.[Tl],BEORFWVICVXJAG-UHFFFAOYSA-N,NULL,263.957,263.957,0,2,0,0,0,0,0,0,0,0,0,0,NULL,NULL,Biological Test Results|Classification|Safety and Hazards,3,248|256,20080229,"Chembase.cn|Chemieliva Pharmaceutical Co., Ltd|DTP/NCI|MP Biomedicals|SureChEMBL|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
22251647,"Cyclopenta-1,3-dien-1-ylthallium","cyclopenta-1,3-dien-1-ylthallium|AKOS015840613",269.480,C5H5Tl,0.000,101.000,NULL,6,0,0,0,"InChI=1S/C5H5.Tl/c1-2-4-5-3-1;/h1-3H,4H2;",C1C=CC=C1[Tl],C1C=CC=C1[Tl],BJAJOYQGRSEFPS-UHFFFAOYSA-N,"cyclopenta-1,3-dien-1-ylthallium",270.014,270.014,0,1,0,0,0,0,0,0,0,30,0,0,2D,NULL,Classification|Literature|Patents,3,NULL,20071205,"Acadechem|Achemica|AKos Consulting & Solutions|Anward|BenchChem|BOC Sciences|ChemSpider|ChemTik|eNovation Chemicals|J&H Chemical Co.,ltd|King Scientific|MolPort|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|Smolecule|Springer Nature|Tractus|VWR, Part of Avantor|Wubei-Biochem|Yuhao Chemical",Chemical Vendors|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development,NULL
21730709,"Bromobis(2,4,5-trifluorophenyl)thallium","bromobis(2,4,5-trifluorophenyl)thallium",546.440,C12H4BrF6Tl,0.000,305.000,NULL,20,0,6,2,InChI=1S/2C6H2F3.BrH.Tl/c2*7-4-1-2-5(8)6(9)3-4;;/h2*2-3H;1H;/q;;;+1/p-1,C1=C(C(=CC(=C1F)[Tl](C2=C(C=C(C(=C2)F)F)F)Br)F)F,C1=C(C(=CC(=C1F)[Tl](C2=C(C=C(C(=C2)F)F)F)Br)F)F,RDFVOWUKSJNPTH-UHFFFAOYSA-M,"bromo-bis(2,4,5-trifluorophenyl)thallane",545.914,545.914,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,3,NULL,20071205,ChemSpider|Springer Nature,Journal Publishers|Legacy Depositors|Research and Development,NULL
21730708,"Bromobis(2,4,6-trifluorophenyl)thallium","bromobis(2,4,6-trifluorophenyl)thallium",546.440,C12H4BrF6Tl,0.000,281.000,NULL,20,0,6,2,InChI=1S/2C6H2F3.BrH.Tl/c2*7-4-1-5(8)3-6(9)2-4;;/h2*1-2H;1H;/q;;;+1/p-1,C1=C(C=C(C(=C1F)[Tl](C2=C(C=C(C=C2F)F)F)Br)F)F,C1=C(C=C(C(=C1F)[Tl](C2=C(C=C(C=C2F)F)F)Br)F)F,UQIAKPBHGZYUOU-UHFFFAOYSA-M,"bromo-bis(2,4,6-trifluorophenyl)thallane",545.914,545.914,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,3,NULL,20071205,ChemSpider|Springer Nature,Journal Publishers|Legacy Depositors|Research and Development,NULL
20466441,Thallium(III) hydroxide,Thallium(III) hydroxide|thallium(3+);trihydroxide|Thallium(3+) trihydroxide|DTXSID301027016|Q2331904,255.410,H3O3Tl,3.000,0.000,NULL,4,3,3,0,InChI=1S/3H2O.Tl/h3*1H2;/q;;;+3/p-3,[OH-].[OH-].[OH-].[Tl+3],[OH-].[OH-].[OH-].[Tl+3],GEPJDKDOADVEKE-UHFFFAOYSA-K,thallium(3+);trihydroxide,255.983,255.983,0,4,0,0,0,0,0,0,0,2,0,0,NULL,NULL,Classification|Literature,3,NULL,20071205,"BenchChem|ChemSpider|Comparative Toxicogenomics Database (CTD)|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|Thomson Pharma|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
16717628,Thallium(Iii) Acetate Hydrate,"Thallium(Iii) Acetate Hydrate|62811-75-0|diacetyloxythallanyl acetate;hydrate|MFCD00149571|THALLIUM (III) ACETATE HYDRATE|Acetic acid,thallium(3+)salt,hydrate(2:3)(9ci)",399.530,C6H11O7Tl,79.900,187.000,NULL,14,1,7,6,"InChI=1S/3C2H4O2.H2O.Tl/c3*1-2(3)4;;/h3*1H3,(H,3,4);1H2;/q;;;;+3/p-3",CC(=O)O[Tl](OC(=O)C)OC(=O)C.O,CC(=O)O[Tl](OC(=O)C)OC(=O)C.O,IWTXITFTYPFDIU-UHFFFAOYSA-K,diacetyloxythallanyl acetate;hydrate,400.025,400.025,0,2,0,0,0,0,0,0,0,0,9,6,2D,NULL,Classification|Patents|Safety and Hazards,3,NULL,20070823,"3B Scientific (Wuhan) Corp|abcr GmbH|Alfa Chemistry|Ambinter|BenchChem|Chembase.cn|ChemSpider|CymitQuimica|DiscoveryGate|Google Patents|J&H Chemical Co.,ltd|PATENTSCOPE (WIPO)|RR Scientific|Smolecule|ToxPlanet|VWR, Part of Avantor",Chemical Vendors|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
16704895,"[(4-Ethylphenyl)-(2,2,2-trifluoroacetyl)oxythallanyl] 2,2,2-trifluoroacetate",NULL,535.570,C12H9F6O4Tl,52.600,400.000,NULL,23,0,10,6,"InChI=1S/C8H9.2C2HF3O2.Tl/c1-2-8-6-4-3-5-7-8;2*3-2(4,5)1(6)7;/h4-7H,2H2,1H3;2*(H,6,7);/q;;;+2/p-2",CCC1=CC=C(C=C1)[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,CCC1=CC=C(C=C1)[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,LOFZQDSYJYTMMC-UHFFFAOYSA-L,"[(4-ethylphenyl)-(2,2,2-trifluoroacetyl)oxythallanyl] 2,2,2-trifluoroacetate",536.015,536.015,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,3,NULL,20070823,Thieme Chemistry,Journal Publishers|Subscription Services,NULL
16701389,Thallium(i) trifluoroacetate,thallium(i) trifluoroacetate,317.400,C2F3O2Tl,26.300,97.900,NULL,8,0,5,0,"InChI=1S/C2HF3O2.Tl/c3-2(4,5)1(6)7;/h(H,6,7);/q;+1/p-1",C(=O)(C(F)(F)F)O[Tl],C(=O)(C(F)(F)F)O[Tl],SBXQEUFUZGOWJE-UHFFFAOYSA-M,"(2,2,2-trifluoroacetyl)oxythallium",317.959,317.959,0,1,0,0,0,0,0,0,0,2,0,0,2D,NULL,Classification|Literature|Patents,3,NULL,20070823,PATENTSCOPE (WIPO)|Springer Nature,Governmental Organizations|Journal Publishers,NULL
16693763,Thallium(I) hexafluoroacetylacetonate,"Thallium(I) hexafluoroacetylacetonate|[(Z)-1,1,1,5,5,5-hexafluoro-4-oxopent-2-en-2-yl]oxythallium|MFCD00064761|thallium(I) (Z)-1,1,1,5,5,5-hexafluoro-4-oxopent-2-en-2-olate",411.430,C5HF6O2Tl,26.300,252.000,NULL,14,0,8,1,"InChI=1S/C5H2F6O2.Tl/c6-4(7,8)2(12)1-3(13)5(9,10)11;/h1,12H;/q;+1/p-1/b2-1-;",C(=C(/C(F)(F)F)\O[Tl])\C(=O)C(F)(F)F,C(=C(C(F)(F)F)O[Tl])C(=O)C(F)(F)F,YHQMYQKZMHUWEZ-ODZAUARKSA-M,"[(Z)-1,1,1,5,5,5-hexafluoro-4-oxopent-2-en-2-yl]oxythallium",411.962,411.962,0,1,0,0,0,0,1,1,0,1,25,13,2D,NULL,Classification|Literature|Patents,3,NULL,20070823,"3B Scientific (Wuhan) Corp|abcr GmbH|AHH Chemical co.,ltd|Alfa Chemistry|Ambinter|Aurora Fine Chemicals LLC|BenchChem|BOC Sciences|Chembase.cn|ChemSpider|DiscoveryGate|Google Patents|J&H Chemical Co.,ltd|PATENTSCOPE (WIPO)|Santa Cruz Biotechnology, Inc.|Sigma-Aldrich|Smolecule|THE BioTek|Thieme Chemistry|VWR, Part of Avantor",Chemical Vendors|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
16687623,TlOTf,TlOTf,353.460,CF3O3STl,51.800,174.000,NULL,9,0,6,0,"InChI=1S/CHF3O3S.Tl/c2-1(3,4)8(5,6)7;/h(H,5,6,7);/q;+1/p-1",C(F)(F)(F)S(=O)(=O)O[Tl],C(F)(F)(F)S(=O)(=O)O[Tl],PDFSYPYWCONFDC-UHFFFAOYSA-M,trifluoromethylsulfonyloxythallium,353.926,353.926,0,1,0,0,0,0,0,0,0,7,0,0,2D,NULL,Classification|Literature|Patents,3,NULL,20070823,DiscoveryGate|PATENTSCOPE (WIPO)|Springer Nature|Thieme Chemistry|Thomson Pharma,Governmental Organizations|Journal Publishers|Legacy Depositors|Subscription Services,NULL
