cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,neighbortype,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
142836282,[[2-(3-Fluorobenzenecarboximidoyl)pyridin-3-yl]amino]thallium,NULL,418.600,C12H9FN3Tl,48.800,275.000,NULL,17,2,4,3,"InChI=1S/C12H9FN3.Tl/c13-9-4-1-3-8(7-9)11(15)12-10(14)5-2-6-16-12;/h1-7,14-15H;/q-1;+1",C1=CC(=CC(=C1)F)C(=N)C2=C(C=CC=N2)N[Tl],C1=CC(=CC(=C1)F)C(=N)C2=C(C=CC=N2)N[Tl],IFLCMILNZGJZQG-UHFFFAOYSA-N,[[2-(3-fluorobenzenecarboximidoyl)pyridin-3-yl]amino]thallium,419.052,419.052,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142836185,[2-[Azaniumylidene(bromo)methyl]-4-cyano-6-fluoroanilino]thallium,NULL,446.430,C8H5BrFN3Tl+,61.400,277.000,NULL,14,2,3,2,"InChI=1S/C8H4BrFN3.Tl/c9-8(13)5-1-4(3-11)2-6(10)7(5)12;/h1-2,12-13H;/q-1;+1/p+1",C1=C(C=C(C(=C1C(=[NH2+])Br)N[Tl])F)C#N,C1=C(C=C(C(=C1C(=[NH2+])Br)N[Tl])F)C#N,VYRUVAMEDCXPHM-UHFFFAOYSA-O,[2-[azaniumylidene(bromo)methyl]-4-cyano-6-fluoroanilino]thallium,445.94,445.94,1,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142836095,[4-amino-5-fluoro-2-[(E)-3-(4-fluorophenyl)prop-2-enimidoyl]anilino]thallium,NULL,476.660,C15H12F2N3Tl,61.900,383.000,NULL,21,3,5,4,"InChI=1S/C15H12F2N3.Tl/c16-10-4-1-9(2-5-10)3-6-13(18)11-7-15(20)12(17)8-14(11)19;/h1-8,18-19H,20H2;/q-1;+1/b6-3+,18-13?;",C1=CC(=CC=C1/C=C/C(=N)C2=CC(=C(C=C2N[Tl])F)N)F,C1=CC(=CC=C1C=CC(=N)C2=CC(=C(C=C2N[Tl])F)N)F,UKCVITJBWZQWCF-YARSLPMCSA-N,[4-amino-5-fluoro-2-[(E)-3-(4-fluorophenyl)prop-2-enimidoyl]anilino]thallium,477.074,477.074,0,1,0,0,0,0,1,1,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142835880,"[3-(3-fluorophenyl)-4-oxo-5H-pyrazolo[4,3-c]pyridin-1-yl]thallium",NULL,432.580,C12H7FN3OTl,46.900,378.000,NULL,18,1,3,1,"InChI=1S/C12H8FN3O.Tl/c13-8-3-1-2-7(6-8)11-10-9(15-16-11)4-5-14-12(10)17;/h1-6H,(H2,14,15,16,17);/q;+1/p-1",C1=CC(=CC(=C1)F)C2=NN(C3=C2C(=O)NC=C3)[Tl],C1=CC(=CC(=C1)F)C2=NN(C3=C2C(=O)NC=C3)[Tl],RINCRIXDBIKLBP-UHFFFAOYSA-M,"[3-(3-fluorophenyl)-4-oxo-5H-pyrazolo[4,3-c]pyridin-1-yl]thallium",433.032,433.032,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142835783,(4-Carboxy-2-fluoro-6-prop-2-enimidoylanilino)thallium,NULL,411.560,C10H8FN2O2Tl,73.200,311.000,NULL,16,3,5,4,"InChI=1S/C10H9FN2O2.Tl/c1-2-8(12)6-3-5(10(14)15)4-7(11)9(6)13;/h2-4H,1H2,(H4,12,13,14,15);/q;+1/p-1",C=CC(=N)C1=C(C(=CC(=C1)C(=O)O)F)N[Tl],C=CC(=N)C1=C(C(=CC(=C1)C(=O)O)F)N[Tl],FYYCFURCJCAXKI-UHFFFAOYSA-M,(4-carboxy-2-fluoro-6-prop-2-enimidoylanilino)thallium,412.031,412.031,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142835709,(3-Bromo-6-fluoro-5-nitroindazol-1-yl)thallium,NULL,463.400,C7H2BrFN3O2Tl,63.600,280.000,NULL,15,0,4,0,InChI=1S/C7H2BrFN3O2.Tl/c8-7-3-1-6(12(13)14)4(9)2-5(3)10-11-7;/h1-2H;/q-1;+1,C1=C2C(=CC(=C1[N+](=O)[O-])F)N(N=C2Br)[Tl],C1=C2C(=CC(=C1[N+](=O)[O-])F)N(N=C2Br)[Tl],KARQEZHKYVSILT-UHFFFAOYSA-N,(3-bromo-6-fluoro-5-nitroindazol-1-yl)thallium,462.906,462.906,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142835676,[[2-(3-fluorobenzenecarboximidoyl)-6-(C-methoxycarbonimidoyl)pyridin-3-yl]amino]thallium,NULL,475.650,C14H12FN4OTl,81.800,395.000,NULL,21,3,6,5,"InChI=1S/C14H12FN4O.Tl/c1-20-14(18)11-6-5-10(16)13(19-11)12(17)8-3-2-4-9(15)7-8;/h2-7,16-18H,1H3;/q-1;+1",COC(=N)C1=NC(=C(C=C1)N[Tl])C(=N)C2=CC(=CC=C2)F,COC(=N)C1=NC(=C(C=C1)N[Tl])C(=N)C2=CC(=CC=C2)F,KEEQAFDHCNVPNI-UHFFFAOYSA-N,[[2-(3-fluorobenzenecarboximidoyl)-6-(C-methoxycarbonimidoyl)pyridin-3-yl]amino]thallium,476.074,476.074,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142835658,[5-bromo-6-fluoro-3-[(E)-2-(4-fluorophenyl)ethenyl]indazol-1-yl]thallium,NULL,538.520,C15H8BrF2N2Tl,17.800,390.000,NULL,21,0,3,2,InChI=1S/C15H8BrF2N2.Tl/c16-12-7-11-14(19-20-15(11)8-13(12)18)6-3-9-1-4-10(17)5-2-9;/h1-8H;/q-1;+1/b6-3+;,C1=CC(=CC=C1/C=C/C2=NN(C3=CC(=C(C=C32)Br)F)[Tl])F,C1=CC(=CC=C1C=CC2=NN(C3=CC(=C(C=C32)Br)F)[Tl])F,XCRPVBOGXGUPLK-ZIKNSQGESA-N,[5-bromo-6-fluoro-3-[(E)-2-(4-fluorophenyl)ethenyl]indazol-1-yl]thallium,537.958,537.958,0,1,0,0,0,0,1,1,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142581669,[4-[1-(3-Fluoro-2-methylphenyl)ethenyl]imidazol-1-yl]thallium,NULL,405.600,C12H10FN2Tl,17.800,272.000,NULL,16,0,2,2,"InChI=1S/C12H10FN2.Tl/c1-8-10(4-3-5-11(8)13)9(2)12-6-14-7-15-12;/h3-7H,2H2,1H3;/q-1;+1",CC1=C(C=CC=C1F)C(=C)C2=CN(C=N2)[Tl],CC1=C(C=CC=C1F)C(=C)C2=CN(C=N2)[Tl],WABOCGDNVAOKMT-UHFFFAOYSA-N,[4-[1-(3-fluoro-2-methylphenyl)ethenyl]imidazol-1-yl]thallium,406.057,406.057,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
142581668,[4-(3-Fluoro-2-methylbenzoyl)imidazol-1-yl]thallium,NULL,407.580,C11H8FN2OTl,34.900,277.000,NULL,16,0,3,2,"InChI=1S/C11H9FN2O.Tl/c1-7-8(3-2-4-9(7)12)11(15)10-5-13-6-14-10;/h2-6H,1H3,(H,13,14,15);/q;+1/p-1",CC1=C(C=CC=C1F)C(=O)C2=CN(C=N2)[Tl],CC1=C(C=CC=C1F)C(=O)C2=CN(C=N2)[Tl],LHZJHLMOWAMLAP-UHFFFAOYSA-M,[4-(3-fluoro-2-methylbenzoyl)imidazol-1-yl]thallium,408.036,408.036,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
142455278,"[(2R)-1-(2,2,2-trifluoroacetyl)piperidin-2-yl]methylperoxythallium",NULL,430.560,C8H11F3NO3Tl,38.800,249.000,NULL,16,0,6,2,"InChI=1S/C8H12F3NO3.Tl/c9-8(10,11)7(13)12-4-2-1-3-6(12)5-15-14;/h6,14H,1-5H2;/q;+1/p-1/t6-;/m1./s1",C1CCN([C@H](C1)COO[Tl])C(=O)C(F)(F)F,C1CCN(C(C1)COO[Tl])C(=O)C(F)(F)F,PWSQWVRGMIJGOJ-FYZOBXCZSA-M,"[(2R)-1-(2,2,2-trifluoroacetyl)piperidin-2-yl]methylperoxythallium",431.044,431.044,0,1,0,1,1,0,0,0,0,0,0,0,NULL,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142320886,2-(2-Fluoro-6-methyl-4-pentylphenyl)ethynylthallium,NULL,407.660,C14H16FTl,0.000,262.000,NULL,16,0,1,5,"InChI=1S/C14H16F.Tl/c1-4-6-7-8-12-9-11(3)13(5-2)14(15)10-12;/h9-10H,4,6-8H2,1,3H3;",CCCCCC1=CC(=C(C(=C1)C)C#C[Tl])F,CCCCCC1=CC(=C(C(=C1)C)C#C[Tl])F,XVTRDWLFWPPPQU-UHFFFAOYSA-N,2-(2-fluoro-6-methyl-4-pentylphenyl)ethynylthallium,408.098,408.098,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142284526,[4-(3-Fluoro-2-formylphenyl)imidazol-1-yl]thallium,NULL,393.550,C10H6FN2OTl,34.900,242.000,NULL,15,0,3,2,"InChI=1S/C10H7FN2O.Tl/c11-9-3-1-2-7(8(9)5-14)10-4-12-6-13-10;/h1-6H,(H,12,13,14);/q;+1/p-1",C1=CC(=C(C(=C1)F)C=O)C2=CN(C=N2)[Tl],C1=CC(=C(C(=C1)F)C=O)C2=CN(C=N2)[Tl],OODBHKUFNSJTFR-UHFFFAOYSA-M,[4-(3-fluoro-2-formylphenyl)imidazol-1-yl]thallium,394.021,394.021,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142179068,[4-Amino-2-(3-fluorobenzenecarboximidoyl)-3-methoxyanilino]thallium,NULL,462.650,C14H13FN3OTl,71.100,344.000,NULL,20,3,5,4,"InChI=1S/C14H13FN3O.Tl/c1-19-14-11(17)6-5-10(16)12(14)13(18)8-3-2-4-9(15)7-8;/h2-7,16,18H,17H2,1H3;/q-1;+1",COC1=C(C=CC(=C1C(=N)C2=CC(=CC=C2)F)N[Tl])N,COC1=C(C=CC(=C1C(=N)C2=CC(=CC=C2)F)N[Tl])N,XZVPVOCXWZUQJB-UHFFFAOYSA-N,[4-amino-2-(3-fluorobenzenecarboximidoyl)-3-methoxyanilino]thallium,463.079,463.079,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142147054,"[2,3,5,6-Tetrafluoro-4-(2,3,4,5,6-pentafluorophenyl)phenyl]methylthallium",NULL,533.520,C13H2F9Tl,0.000,381.000,NULL,23,0,9,2,InChI=1S/C13H2F9.Tl/c1-2-5(14)7(16)3(8(17)6(2)15)4-9(18)11(20)13(22)12(21)10(4)19;/h1H2;,C(C1=C(C(=C(C(=C1F)F)C2=C(C(=C(C(=C2F)F)F)F)F)F)F)[Tl],C(C1=C(C(=C(C(=C1F)F)C2=C(C(=C(C(=C2F)F)F)F)F)F)F)[Tl],LJOBRPBTYQIJOA-UHFFFAOYSA-N,"[2,3,5,6-tetrafluoro-4-(2,3,4,5,6-pentafluorophenyl)phenyl]methylthallium",533.976,533.976,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142049140,[4-[1-(4-Cyano-3-fluorophenyl)-1-hydroxyethyl]imidazol-1-yl]thallium,NULL,434.600,C12H9FN3OTl,61.800,361.000,NULL,18,1,4,2,"InChI=1S/C12H9FN3O.Tl/c1-12(17,11-6-15-7-16-11)9-3-2-8(5-14)10(13)4-9;/h2-4,6-7,17H,1H3;/q-1;+1",CC(C1=CC(=C(C=C1)C#N)F)(C2=CN(C=N2)[Tl])O,CC(C1=CC(=C(C=C1)C#N)F)(C2=CN(C=N2)[Tl])O,VIPSXHCRBLANRP-UHFFFAOYSA-N,[4-[1-(4-cyano-3-fluorophenyl)-1-hydroxyethyl]imidazol-1-yl]thallium,435.047,435.047,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142021527,(2-Ethyl-5-fluorophenyl)thallium,NULL,327.530,C8H8FTl,0.000,105.000,NULL,10,0,1,1,"InChI=1S/C8H8F.Tl/c1-2-7-3-5-8(9)6-4-7;/h3,5-6H,2H2,1H3;",CCC1=C(C=C(C=C1)F)[Tl],CCC1=C(C=C(C=C1)F)[Tl],LIEFDEPFTOEUIO-UHFFFAOYSA-N,(2-ethyl-5-fluorophenyl)thallium,328.035,328.035,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142020385,[4-(4-Cyano-3-fluorobenzoyl)imidazol-1-yl]thallium,NULL,418.560,C11H5FN3OTl,58.700,356.000,NULL,17,0,4,2,"InChI=1S/C11H6FN3O.Tl/c12-9-3-7(1-2-8(9)4-13)11(16)10-5-14-6-15-10;/h1-3,5-6H,(H,14,15,16);/q;+1/p-1",C1=CC(=C(C=C1C(=O)C2=CN(C=N2)[Tl])F)C#N,C1=CC(=C(C=C1C(=O)C2=CN(C=N2)[Tl])F)C#N,CDTZFQGQZVABJD-UHFFFAOYSA-M,[4-(4-cyano-3-fluorobenzoyl)imidazol-1-yl]thallium,419.016,419.016,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
142020375,[4-[(4-Cyano-3-fluorophenyl)-hydroxymethyl]imidazol-1-yl]thallium,NULL,420.570,C11H7FN3OTl,61.800,321.000,NULL,17,1,4,2,"InChI=1S/C11H7FN3O.Tl/c12-9-3-7(1-2-8(9)4-13)11(16)10-5-14-6-15-10;/h1-3,5-6,11,16H;/q-1;+1",C1=CC(=C(C=C1C(C2=CN(C=N2)[Tl])O)F)C#N,C1=CC(=C(C=C1C(C2=CN(C=N2)[Tl])O)F)C#N,WWUWGSKBCVEMPI-UHFFFAOYSA-N,[4-[(4-cyano-3-fluorophenyl)-hydroxymethyl]imidazol-1-yl]thallium,421.032,421.032,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
141936912,[(4-Fluorophenyl)-formamidomethyl]sulfanylthallium,NULL,388.600,C8H7FNOSTl,54.400,164.000,NULL,13,1,3,2,"InChI=1S/C8H8FNOS.Tl/c9-7-3-1-6(2-4-7)8(12)10-5-11;/h1-5,8,12H,(H,10,11);/q;+1/p-1",C1=CC(=CC=C1C(NC=O)S[Tl])F,C1=CC(=CC=C1C(NC=O)S[Tl])F,CBUIZLCERZHVDB-UHFFFAOYSA-M,[(4-fluorophenyl)-formamidomethyl]sulfanylthallium,388.998,388.998,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
141873064,[(4-Fluorophenyl)-(methylideneamino)methyl]sulfanylthallium,NULL,372.600,C8H7FNSTl,37.700,148.000,NULL,12,0,3,2,"InChI=1S/C8H8FNS.Tl/c1-10-8(11)6-2-4-7(9)5-3-6;/h2-5,8,11H,1H2;/q;+1/p-1",C=NC(C1=CC=C(C=C1)F)S[Tl],C=NC(C1=CC=C(C=C1)F)S[Tl],OMMHEFVWYBHJHB-UHFFFAOYSA-M,[(4-fluorophenyl)-(methylideneamino)methyl]sulfanylthallium,373.003,373.003,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
141872950,[Cyano-(4-fluorophenyl)methyl]sulfanylthallium,NULL,370.580,C8H5FNSTl,49.100,183.000,NULL,12,0,3,1,"InChI=1S/C8H6FNS.Tl/c9-7-3-1-6(2-4-7)8(11)5-10;/h1-4,8,11H;/q;+1/p-1",C1=CC(=CC=C1C(C#N)S[Tl])F,C1=CC(=CC=C1C(C#N)S[Tl])F,DXSYQSQOKLBYRG-UHFFFAOYSA-M,[cyano-(4-fluorophenyl)methyl]sulfanylthallium,370.987,370.987,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
141791237,"[(2E,4Z)-3-fluoro-7-oxoocta-2,4-dienyl]thallium",NULL,345.550,C8H10FOTl,17.100,185.000,NULL,11,0,2,4,"InChI=1S/C8H10FO.Tl/c1-3-8(9)6-4-5-7(2)10;/h3-4,6H,1,5H2,2H3;/b6-4-,8-3+;",CC(=O)C/C=C\C(=C/C[Tl])\F,CC(=O)CC=CC(=CC[Tl])F,PTHMWSXESHHGCG-OVXZIHRBSA-N,"[(2E,4Z)-3-fluoro-7-oxoocta-2,4-dienyl]thallium",346.046,346.046,0,1,0,0,0,0,2,2,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
141105669,"Oxothallanyl 2,2,2-trifluoroacetate",NULL,333.400,C2F3O3Tl,43.400,130.000,NULL,9,0,6,1,"InChI=1S/C2HF3O2.O.Tl/c3-2(4,5)1(6)7;;/h(H,6,7);;/q;;+1/p-1",C(=O)(C(F)(F)F)O[Tl]=O,C(=O)(C(F)(F)F)O[Tl]=O,CHXSBCVPRAHQGX-UHFFFAOYSA-M,"oxothallanyl 2,2,2-trifluoroacetate",333.954,333.954,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
141018558,Difluoromethylsulfonyloxythallium,NULL,335.460,CHF2O3STl,51.800,145.000,NULL,8,0,5,1,"InChI=1S/CH2F2O3S.Tl/c2-1(3)7(4,5)6;/h1H,(H,4,5,6);/q;+1/p-1",C(F)(F)S(=O)(=O)O[Tl],C(F)(F)S(=O)(=O)O[Tl],PKFJUMNIZJTALZ-UHFFFAOYSA-M,difluoromethylsulfonyloxythallium,335.936,335.936,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
135081520,"[Prop-2-enyl-(2,2,2-trifluoroacetyl)oxythallanyl] 2,2,2-trifluoroacetate",NULL,471.490,C7H5F6O4Tl,52.600,308.000,NULL,18,0,10,6,"InChI=1S/C3H5.2C2HF3O2.Tl/c1-3-2;2*3-2(4,5)1(6)7;/h3H,1-2H2;2*(H,6,7);/q;;;+2/p-2",C=CC[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,C=CC[Tl](OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,ONLHTGIPDQFCMA-UHFFFAOYSA-L,"[prop-2-enyl-(2,2,2-trifluoroacetyl)oxythallanyl] 2,2,2-trifluoroacetate",471.984,471.984,0,1,0,0,0,0,0,0,0,1,0,0,NULL,NULL,Classification|Literature,2,NULL,20181130,Thieme Chemistry,Journal Publishers|Subscription Services,NULL
129803584,"1,1,1-Trifluoronitroethyldiethylthallium","1,1,1-trifluoronitroethyldiethylthallium",390.540,C6H11F3NO2Tl,45.800,176.000,NULL,13,0,5,3,"InChI=1S/C2HF3NO2.2C2H5.Tl/c3-2(4,5)1-6(7)8;2*1-2;/h1H;2*1H2,2H3;",CC[Tl](CC)C(C(F)(F)F)[N+](=O)[O-],CC[Tl](CC)C(C(F)(F)F)[N+](=O)[O-],KHLWULJNJROKBZ-UHFFFAOYSA-N,"diethyl-(2,2,2-trifluoro-1-nitroethyl)thallane",391.049,391.049,0,1,0,1,0,1,0,0,0,1,0,0,NULL,NULL,Classification|Literature,2,NULL,20170913,Springer Nature,Journal Publishers,NULL
129803501,Diethylthallium fluoride,diethylthallium fluoride,281.500,C4H10FTl,0.000,26.700,NULL,6,0,1,2,"InChI=1S/2C2H5.FH.Tl/c2*1-2;;/h2*1H2,2H3;1H;/q;;;+1/p-1",CC[Tl](CC)F,CC[Tl](CC)F,YHNWFMYILNGRLS-UHFFFAOYSA-M,diethyl(fluoro)thallane,282.051,282.051,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,2,NULL,20170913,Springer Nature,Journal Publishers,NULL
129803020,Diphenylthallium pentafluorophenolate,diphenylthallium pentafluorophenolate,541.600,C18H10F5OTl,9.200,382.000,NULL,25,0,6,4,InChI=1S/C6HF5O.2C6H5.Tl/c7-1-2(8)4(10)6(12)5(11)3(1)9;2*1-2-4-6-5-3-1;/h12H;2*1-5H;/q;;;+1/p-1,C1=CC=C(C=C1)[Tl](C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,C1=CC=C(C=C1)[Tl](C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,STGGNUOENVEYRK-UHFFFAOYSA-M,"(2,3,4,5,6-pentafluorophenoxy)-diphenylthallane",542.04,542.04,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,2,NULL,20170913,Springer Nature,Journal Publishers,NULL
129687753,Bishexylfluorothallium,bishexylfluorothallium,393.720,C12H26FTl,0.000,94.500,NULL,14,0,1,10,"InChI=1S/2C6H13.FH.Tl/c2*1-3-5-6-4-2;;/h2*1,3-6H2,2H3;1H;/q;;;+1/p-1",CCCCCC[Tl](CCCCCC)F,CCCCCC[Tl](CCCCCC)F,MDOFSJIFLFDQSN-UHFFFAOYSA-M,fluoro(dihexyl)thallane,394.176,394.176,0,1,0,0,0,0,0,0,0,1,0,0,NULL,NULL,Classification|Literature,2,NULL,20170913,Springer Nature,Journal Publishers,NULL
129687671,(m-Fluorophenyl)thallium dibromide,(m-fluorophenyl)thallium dibromide,459.290,C6H4Br2FTl,0.000,110.000,NULL,10,0,1,0,"InChI=1S/C6H4F.2BrH.Tl/c7-6-4-2-1-3-5-6;;;/h1-2,4-5H;2*1H;/q;;;+2/p-2",C1=CC(=CC(=C1)[Tl](Br)Br)F,C1=CC(=CC(=C1)[Tl](Br)Br)F,HPNGJGYDSORNTO-UHFFFAOYSA-L,dibromo-(3-fluorophenyl)thallane,459.839,457.841,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,2,NULL,20170913,Springer Nature,Journal Publishers,NULL
86730474,thallium(II)trifluoroacetate,thallium(II)trifluoroacetate|ZMZXFIPKFLBSBO-UHFFFAOYSA-L,430.410,C4F6O4Tl-2,80.300,77.900,NULL,15,0,10,0,"InChI=1S/2C2HF3O2.Tl/c2*3-2(4,5)1(6)7;/h2*(H,6,7);/p-2",C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].[Tl],C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].[Tl],BFBIEPRLDJGNPF-UHFFFAOYSA-L,NULL,430.945,430.945,-2,3,0,0,0,0,0,0,0,0,30,4,2D,NULL,Classification|Patents,2,NULL,20150202,Google Patents|NextMove Software,Curation Efforts|Research and Development,NULL
85990270,"Chlorobis(2,4,6-trifluorophenyl)thallium","chlorobis(2,4,6-trifluorophenyl)thallium",501.980,C12H4ClF6Tl,0.000,281.000,NULL,20,0,6,2,InChI=1S/2C6H2F3.ClH.Tl/c2*7-4-1-5(8)3-6(9)2-4;;/h2*1-2H;1H;/q;;;+1/p-1,C1=C(C=C(C(=C1F)[Tl](C2=C(C=C(C=C2F)F)F)Cl)F)F,C1=C(C=C(C(=C1F)[Tl](C2=C(C=C(C=C2F)F)F)Cl)F)F,BMDCSZJPCTUJST-UHFFFAOYSA-M,"chloro-bis(2,4,6-trifluorophenyl)thallane",501.965,501.965,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,2,NULL,20141103,Springer Nature,Journal Publishers,NULL
85531870,"[1-(Trifluoromethyl)cyclopenta-2,4-dien-1-yl]thallium",NULL,337.470,C6H4F3Tl,0.000,178.000,NULL,10,0,3,0,"InChI=1S/C6H4F3.Tl/c7-6(8,9)5-3-1-2-4-5;/h1-4H;",C1=CC(C=C1)(C(F)(F)F)[Tl],C1=CC(C=C1)(C(F)(F)F)[Tl],NOZUTRISRNSANH-UHFFFAOYSA-N,"[1-(trifluoromethyl)cyclopenta-2,4-dien-1-yl]thallium",338.001,338.001,0,1,0,0,0,0,0,0,0,1,0,0,2D,NULL,Classification|Literature,2,NULL,20141103,Thieme Chemistry,Journal Publishers|Subscription Services,NULL
76958570,Thallous diethyldithiocarbamate Tl-201,"Thallous diethyldithiocarbamate Tl-201|UNII-3O488IB3CJ|3O488IB3CJ|Thallous diethyldithiocarbamate, Tl-201|Thallium-201Tl, (diethylcarbamodithioato-S,S')-|141216-71-9|Q27257801",349.200,C5H10NS2Tl,36.300,73.000,NULL,9,0,2,2,"InChI=1S/C5H11NS2.Tl/c1-3-6(4-2)5(7)8;/h3-4H2,1-2H3,(H,7,8);/q;+1/p-1/i;1-3",CCN(CC)C(=S)[S-].[201Tl+],CCN(CC)C(=S)[S-].[Tl+],DZDXQECBERXVDV-RYDPDVNUSA-M,"N,N-diethylcarbamodithioate;thallium-201(1+)",348.996,348.996,0,2,1,0,0,0,0,0,0,0,3,1,2D,NULL,Classification|Patents,2,NULL,20140825,"ChemIDplus|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|FDA Global Substance Registration System (GSRS)|Google Patents|Starshine Chemical|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
71311301,Thallium(1+) (2E)-4-oxopent-2-en-2-olate,DTXSID60746518|Thallium(1+) (2E)-4-oxopent-2-en-2-olate,303.490,C5H7O2Tl,26.300,118.000,NULL,8,0,2,1,"InChI=1S/C5H8O2.Tl/c1-4(6)3-5(2)7;/h3,6H,1-2H3;/q;+1/p-1/b4-3+;",C/C(=C\C(=O)C)/O[Tl],CC(=CC(=O)C)O[Tl],QGQYKYKTENVDSC-BJILWQEISA-M,[(E)-4-oxopent-2-en-2-yl]oxythallium,304.019,304.019,0,1,0,0,0,0,1,1,0,0,3,3,2D,NULL,Classification|Patents,2,NULL,20130517,Chembase.cn|EPA DSSTox|Google Patents,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
